CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,CONTEXT_ID,HYPOTHESIS_ID,SUBSET
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",He is working on a painting.,5,SNLI-train,SNLI-ENTAILMENT,7375140234.jpg#1,7375140234.jpg#1r1e,SNLI
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",He is an artist.,4,SNLI-train,SNLI-NEUTRAL,7375140234.jpg#1,7375140234.jpg#1r1n,SNLI
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",He is taking a snooze.,1,SNLI-train,SNLI-CONTRADICTION,7375140234.jpg#1,7375140234.jpg#1r1c,SNLI
"An Indian women sitting down with her hand outstretched, in a blue dress and expensive jewelry.",A woman wearing jewelry is reaching out for something.,5,SNLI-train,SNLI-ENTAILMENT,7426852574.jpg#1,7426852574.jpg#1r1e,SNLI
"An Indian women sitting down with her hand outstretched, in a blue dress and expensive jewelry.",An Indian woman is preparing to shake hands with someone.,3,SNLI-train,SNLI-NEUTRAL,7426852574.jpg#1,7426852574.jpg#1r1n,SNLI
"An Indian women sitting down with her hand outstretched, in a blue dress and expensive jewelry.",A boy in his school clothes.,2,SNLI-train,SNLI-CONTRADICTION,7426852574.jpg#1,7426852574.jpg#1r1c,SNLI
"A middle-aged woman with a young, edgy red haircut is looking down at shallots she is cutting up in a restaurant kitchen on a cutting board.",A woman in a restaurant kitchen.,5,SNLI-train,SNLI-ENTAILMENT,7473647124.jpg#0,7473647124.jpg#0r1e,SNLI
"A middle-aged woman with a young, edgy red haircut is looking down at shallots she is cutting up in a restaurant kitchen on a cutting board.",A woman in a restaurant kitchen preparing for the breakfast rush.,3,SNLI-train,SNLI-NEUTRAL,7473647124.jpg#0,7473647124.jpg#0r1n,SNLI
"A middle-aged woman with a young, edgy red haircut is looking down at shallots she is cutting up in a restaurant kitchen on a cutting board.",A man in a garage changing oil in a car.,1,SNLI-train,SNLI-CONTRADICTION,7473647124.jpg#0,7473647124.jpg#0r1c,SNLI
A man with a pipe in his mouth looks with his eyebrow raised.,A man has a pipe in his mouth.,5,SNLI-train,SNLI-ENTAILMENT,7510394.jpg#0,7510394.jpg#0r1e,SNLI
A man with a pipe in his mouth looks with his eyebrow raised.,A man with a pipe in house mouth raises an eyebrow at a monkey in a dress.,2,SNLI-train,SNLI-NEUTRAL,7510394.jpg#0,7510394.jpg#0r1n,SNLI
A man with a pipe in his mouth looks with his eyebrow raised.,A man with a pipe in his mouth shaves his eyebrows.,2,SNLI-train,SNLI-CONTRADICTION,7510394.jpg#0,7510394.jpg#0r1c,SNLI
"U.S. Marine dressing up a small child in flak and kevlar, showing them how to aim.",a marine shows a child how to aim a gun,5,SNLI-train,SNLI-ENTAILMENT,7519792774.jpg#1,7519792774.jpg#1r1e,SNLI
"U.S. Marine dressing up a small child in flak and kevlar, showing them how to aim.",a marine is trying to get a young child to join the marines,1,SNLI-train,SNLI-NEUTRAL,7519792774.jpg#1,7519792774.jpg#1r1n,SNLI
"U.S. Marine dressing up a small child in flak and kevlar, showing them how to aim.",a marine is dressing a dog in kevlar,1,SNLI-train,SNLI-CONTRADICTION,7519792774.jpg#1,7519792774.jpg#1r1c,SNLI
People enjoy relaxation and reading in this green and shady spot.,the people like reading.,5,SNLI-train,SNLI-ENTAILMENT,7520840988.jpg#3,7520840988.jpg#3r1e,SNLI
People enjoy relaxation and reading in this green and shady spot.,the people are outside.,5,SNLI-train,SNLI-NEUTRAL,7520840988.jpg#3,7520840988.jpg#3r1n,SNLI
People enjoy relaxation and reading in this green and shady spot.,the people are at a party.,2,SNLI-train,SNLI-CONTRADICTION,7520840988.jpg#3,7520840988.jpg#3r1c,SNLI
A girl wearing a black bikini jumps into a large body of water while an inflatable zebra floats above her head.,A person jumps into water.,5,SNLI-train,SNLI-ENTAILMENT,755396653.jpg#0,755396653.jpg#0r1e,SNLI
A girl wearing a black bikini jumps into a large body of water while an inflatable zebra floats above her head.,A girl wearing a black bikini jumps into a large lake.,4,SNLI-train,SNLI-NEUTRAL,755396653.jpg#0,755396653.jpg#0r1n,SNLI
A girl wearing a black bikini jumps into a large body of water while an inflatable zebra floats above her head.,A girl wearing a black bikini jumps on a trampoline while an inflatable zebra floats above her head.,1,SNLI-train,SNLI-CONTRADICTION,755396653.jpg#0,755396653.jpg#0r1c,SNLI
"3 Cowboys at the rodeo, one happens to have excellent pose timing.",three people are in a building.,2,SNLI-train,SNLI-ENTAILMENT,7631693110.jpg#2,7631693110.jpg#2r1e,SNLI
"3 Cowboys at the rodeo, one happens to have excellent pose timing.",three guys wearing giant cowboy hats take a photograph.,5,SNLI-train,SNLI-NEUTRAL,7631693110.jpg#2,7631693110.jpg#2r1n,SNLI
"3 Cowboys at the rodeo, one happens to have excellent pose timing.",a crowd of people watch a horse race at the rodeo.,3,SNLI-train,SNLI-CONTRADICTION,7631693110.jpg#2,7631693110.jpg#2r1c,SNLI
"Two Argentina basketball players, one incredibly happy, and the other a little frustrated, with their coach clapping for one of the players and a female manager walking off the court smiling.",Two basketball players walk off the court.,5,SNLI-train,SNLI-ENTAILMENT,7685032768.jpg#0,7685032768.jpg#0r1e,SNLI
"Two Argentina basketball players, one incredibly happy, and the other a little frustrated, with their coach clapping for one of the players and a female manager walking off the court smiling.",Two basketball player quit the game.,2,SNLI-train,SNLI-NEUTRAL,7685032768.jpg#0,7685032768.jpg#0r1n,SNLI
"Two Argentina basketball players, one incredibly happy, and the other a little frustrated, with their coach clapping for one of the players and a female manager walking off the court smiling.",Two baseball players walk away.,2,SNLI-train,SNLI-CONTRADICTION,7685032768.jpg#0,7685032768.jpg#0r1c,SNLI
An olympic contender from China is struggling to lift a barbell.,An olympic contender from China is competing.,5,SNLI-train,SNLI-ENTAILMENT,7686241792.jpg#1,7686241792.jpg#1r1e,SNLI
An olympic contender from China is struggling to lift a barbell.,An olympic contender from China is struggling to lift a barbell that is twice his weight.,3,SNLI-train,SNLI-NEUTRAL,7686241792.jpg#1,7686241792.jpg#1r1n,SNLI
An olympic contender from China is struggling to lift a barbell.,An amateur contender from Africa is struggling to lift a bowling ball at the bowling alley.,1,SNLI-train,SNLI-CONTRADICTION,7686241792.jpg#1,7686241792.jpg#1r1c,SNLI
Two swordsmen practice their sport.,The men are wielding swords.,5,SNLI-train,SNLI-ENTAILMENT,7701169300.jpg#4,7701169300.jpg#4r1e,SNLI
Two swordsmen practice their sport.,The men are fencing.,5,SNLI-train,SNLI-NEUTRAL,7701169300.jpg#4,7701169300.jpg#4r1n,SNLI
Two swordsmen practice their sport.,The men are shooting each other.,1,SNLI-train,SNLI-CONTRADICTION,7701169300.jpg#4,7701169300.jpg#4r1c,SNLI
A gold medalist is celebrating his win next to his teammate with cameras surrounding him.,man wins medal,5,SNLI-train,SNLI-ENTAILMENT,7764955218.jpg#2,7764955218.jpg#2r1e,SNLI
A gold medalist is celebrating his win next to his teammate with cameras surrounding him.,man wins olympic gold,3,SNLI-train,SNLI-NEUTRAL,7764955218.jpg#2,7764955218.jpg#2r1n,SNLI
A gold medalist is celebrating his win next to his teammate with cameras surrounding him.,dog chases cats,2,SNLI-train,SNLI-CONTRADICTION,7764955218.jpg#2,7764955218.jpg#2r1c,SNLI
A man in blue jeans dances with his girlfriend who is wearing a white shirt.,A man is with his girlfriend.,5,SNLI-train,SNLI-ENTAILMENT,7784610520.jpg#1,7784610520.jpg#1r1e,SNLI
A man in blue jeans dances with his girlfriend who is wearing a white shirt.,A man is square dancing with his girlfriend.,3,SNLI-train,SNLI-NEUTRAL,7784610520.jpg#1,7784610520.jpg#1r1n,SNLI
A man in blue jeans dances with his girlfriend who is wearing a white shirt.,A man is eating with his girlfriend.,2,SNLI-train,SNLI-CONTRADICTION,7784610520.jpg#1,7784610520.jpg#1r1c,SNLI
Three black runners in different uniforms run at varying paces at a racetrack., Three runners in different uniforms run at a racetrack.,5,SNLI-train,SNLI-ENTAILMENT,7847188944.jpg#2,7847188944.jpg#2r1e,SNLI
Three black runners in different uniforms run at varying paces at a racetrack., Three black runners competing on a racetrack.,5,SNLI-train,SNLI-NEUTRAL,7847188944.jpg#2,7847188944.jpg#2r1n,SNLI
Three black runners in different uniforms run at varying paces at a racetrack.,Bono is giving autographs.,2,SNLI-train,SNLI-CONTRADICTION,7847188944.jpg#2,7847188944.jpg#2r1c,SNLI
A male athlete in red and yellow is diving toward a badminton birdie.,A male athlete is diving towards a birdie.,5,SNLI-train,SNLI-ENTAILMENT,7851957868.jpg#4,7851957868.jpg#4r1e,SNLI
A male athlete in red and yellow is diving toward a badminton birdie.,An athlete is competing for a reward.,3,SNLI-train,SNLI-NEUTRAL,7851957868.jpg#4,7851957868.jpg#4r1n,SNLI
A male athlete in red and yellow is diving toward a badminton birdie.,A female athlete is shooting a basket.,1,SNLI-train,SNLI-CONTRADICTION,7851957868.jpg#4,7851957868.jpg#4r1c,SNLI
A matador shows his love and relationship with his bull.,A bull and a matador are together.,5,SNLI-train,SNLI-ENTAILMENT,7860117984.jpg#2,7860117984.jpg#2r1e,SNLI
A matador shows his love and relationship with his bull.,A matador is petting his bull.,3,SNLI-train,SNLI-NEUTRAL,7860117984.jpg#2,7860117984.jpg#2r1n,SNLI
A matador shows his love and relationship with his bull.,A matador shows his hatred for his bull.,1,SNLI-train,SNLI-CONTRADICTION,7860117984.jpg#2,7860117984.jpg#2r1c,SNLI
"A group of three individuals involved in an event geared towards epilepsy, singing and performing for a group of people.",Some people are at a gathering.,5,SNLI-train,SNLI-ENTAILMENT,7860486658.jpg#0,7860486658.jpg#0r1e,SNLI
"A group of three individuals involved in an event geared towards epilepsy, singing and performing for a group of people.",Someone is bald.,3,SNLI-train,SNLI-NEUTRAL,7860486658.jpg#0,7860486658.jpg#0r1n,SNLI
"A group of three individuals involved in an event geared towards epilepsy, singing and performing for a group of people.",Someone sits alone in a car.,2,SNLI-train,SNLI-CONTRADICTION,7860486658.jpg#0,7860486658.jpg#0r1c,SNLI
A man that has removed his shoes to kneel on a mat.,A man is in the image.,5,SNLI-train,SNLI-ENTAILMENT,7863653456.jpg#1,7863653456.jpg#1r1e,SNLI
A man that has removed his shoes to kneel on a mat.,A man currently kneeling on a mat.,5,SNLI-train,SNLI-NEUTRAL,7863653456.jpg#1,7863653456.jpg#1r1n,SNLI
A man that has removed his shoes to kneel on a mat.,A booger flying through the 8th dimension of cheeseburgers.,0,SNLI-train,SNLI-CONTRADICTION,7863653456.jpg#1,7863653456.jpg#1r1c,SNLI
Man wearing swim fins hangs from helicopter on hoist line.,He is outside.,4,SNLI-train,SNLI-ENTAILMENT,7909954586.jpg#1,7909954586.jpg#1r1e,SNLI
Man wearing swim fins hangs from helicopter on hoist line.,He is doing stunts.,3,SNLI-train,SNLI-NEUTRAL,7909954586.jpg#1,7909954586.jpg#1r1n,SNLI
Man wearing swim fins hangs from helicopter on hoist line.,He is asleep at home.,1,SNLI-train,SNLI-CONTRADICTION,7909954586.jpg#1,7909954586.jpg#1r1c,SNLI
This team of South African athletes have disabilities.,The athletes play a sport.,5,SNLI-train,SNLI-ENTAILMENT,7940671224.jpg#2,7940671224.jpg#2r1e,SNLI
This team of South African athletes have disabilities.,The team has athletes without legs.,2,SNLI-train,SNLI-NEUTRAL,7940671224.jpg#2,7940671224.jpg#2r1n,SNLI
This team of South African athletes have disabilities.,The team is from Australia.,1,SNLI-train,SNLI-CONTRADICTION,7940671224.jpg#2,7940671224.jpg#2r1c,SNLI
It looks as though there was a beauty competition of some sort sponsored by the Chinese as evidenced by the stuffed panda bears.,Asian contestants were involved with soft toys.,3,SNLI-train,SNLI-ENTAILMENT,7966150796.jpg#1,7966150796.jpg#1r1e,SNLI
It looks as though there was a beauty competition of some sort sponsored by the Chinese as evidenced by the stuffed panda bears.,The winner was from Shanghai.,3,SNLI-train,SNLI-NEUTRAL,7966150796.jpg#1,7966150796.jpg#1r1n,SNLI
It looks as though there was a beauty competition of some sort sponsored by the Chinese as evidenced by the stuffed panda bears.,Bears competed for Chinese food.,1,SNLI-train,SNLI-CONTRADICTION,7966150796.jpg#1,7966150796.jpg#1r1c,SNLI
A mixed martial artist performing a sidekick,an artist is performing,5,SNLI-train,SNLI-ENTAILMENT,7988459533.jpg#3,7988459533.jpg#3r1e,SNLI
A mixed martial artist performing a sidekick,the artist is a woman,3,SNLI-train,SNLI-NEUTRAL,7988459533.jpg#3,7988459533.jpg#3r1n,SNLI
A mixed martial artist performing a sidekick,the artist is asleep,1,SNLI-train,SNLI-CONTRADICTION,7988459533.jpg#3,7988459533.jpg#3r1c,SNLI
A dental assistant prepping an elderly man for his appointment.,an old guy at the dentist's office,5,SNLI-train,SNLI-ENTAILMENT,7989977964.jpg#1,7989977964.jpg#1r1e,SNLI
A dental assistant prepping an elderly man for his appointment.,an old man goes for a dental cleaning,5,SNLI-train,SNLI-NEUTRAL,7989977964.jpg#1,7989977964.jpg#1r1n,SNLI
A dental assistant prepping an elderly man for his appointment.,a man gets ready for a doctor's appointment,5,SNLI-train,SNLI-CONTRADICTION,7989977964.jpg#1,7989977964.jpg#1r1c,SNLI
"You must have a great personality, since you chose to conduct this survey-type layout.",The requestor is a great human being.,3,SNLI-train,SNLI-ENTAILMENT,7992914279.jpg#0,7992914279.jpg#0r1e,SNLI
"You must have a great personality, since you chose to conduct this survey-type layout.",The requestor cares about worker's wages.,2,SNLI-train,SNLI-NEUTRAL,7992914279.jpg#0,7992914279.jpg#0r1n,SNLI
"You must have a great personality, since you chose to conduct this survey-type layout.",The requestor is a butterfly.,1,SNLI-train,SNLI-CONTRADICTION,7992914279.jpg#0,7992914279.jpg#0r1c,SNLI
A worker dressed in orange overall sprays off an ocean side road with high pressure water.,The road is wet.,5,SNLI-train,SNLI-ENTAILMENT,8015752233.jpg#0,8015752233.jpg#0r1e,SNLI
A worker dressed in orange overall sprays off an ocean side road with high pressure water.,An orange wearing woman is cleaning a road with high pressure liquid.,3,SNLI-train,SNLI-NEUTRAL,8015752233.jpg#0,8015752233.jpg#0r4n,SNLI
A worker dressed in orange overall sprays off an ocean side road with high pressure water.,Nobody is spraying.,1,SNLI-train,SNLI-CONTRADICTION,8015752233.jpg#0,8015752233.jpg#0r2c,SNLI
"the alleyway of an urban city, the citizens going about their day.",View of an alley.,3,SNLI-train,SNLI-ENTAILMENT,8043180155.jpg#3,8043180155.jpg#3r1e,SNLI
"the alleyway of an urban city, the citizens going about their day.",People walk in an alley.,4,SNLI-train,SNLI-NEUTRAL,8043180155.jpg#3,8043180155.jpg#3r1n,SNLI
"the alleyway of an urban city, the citizens going about their day.",People sleep in the park.,1,SNLI-train,SNLI-CONTRADICTION,8043180155.jpg#3,8043180155.jpg#3r1c,SNLI
A girl is performing karate in front of people.,The girl practices karate.,4,SNLI-train,SNLI-ENTAILMENT,8063954905.jpg#3,8063954905.jpg#3r1e,SNLI
A girl is performing karate in front of people.,The girl is a blue belt.,3,SNLI-train,SNLI-NEUTRAL,8063954905.jpg#3,8063954905.jpg#3r1n,SNLI
A girl is performing karate in front of people.,The girl is performing a ballad.,2,SNLI-train,SNLI-CONTRADICTION,8063954905.jpg#3,8063954905.jpg#3r1c,SNLI
Someone is hang gliding or parachuting down by a large body of water with green hills all around.,A person hang gliding down toward a lake in the middle of green hills outside.,4,SNLI-train,SNLI-ENTAILMENT,8101964841.jpg#0,8101964841.jpg#0r1e,SNLI
Someone is hang gliding or parachuting down by a large body of water with green hills all around.,A person crash landing on a hang glider toward a small pound surrounded by green hills in the woods.,3,SNLI-train,SNLI-NEUTRAL,8101964841.jpg#0,8101964841.jpg#0r1n,SNLI
Someone is hang gliding or parachuting down by a large body of water with green hills all around.,A person building a small wooden shack at the edge of the woods.,2,SNLI-train,SNLI-CONTRADICTION,8101964841.jpg#0,8101964841.jpg#0r1c,SNLI
A girl standing among a crowd gathered outdoors with the flag of Western Sahara and a white banner with inscription in the background.,There is a crowd outdoors.,5,SNLI-train,SNLI-ENTAILMENT,8154438289.jpg#0,8154438289.jpg#0r1e,SNLI
