CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,SUBSET
My college roommate Bill was an avid rock climber,A parliament approves the Bill .,1,ROCStories,AGCI-WK,AGCI
A bicyclist riding on a city street .,The bicyclist is banned .,2,SNLI-train,AGCI-WK,AGCI
A man is lighting a marijuana roach .,The roach is cut .,2,SNLI-train,AGCI-WK,AGCI
Jason lost his in the campus clinic,The clinic makes progress .,2,ROCStories,AGCI-WK,AGCI
A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city .,A route goes through the scenery .,4,SNLI-dev,AGCI-WK,AGCI
A mother and her two sons walk behind a horse tied to a boat .,The sons are a male offspring .,5,SNLI-train,AGCI-WK,AGCI
The boy murmured his reply to his mother.,His mother told him to speak up.,4,COPA-premise,COPA-effect,COPA
A group of children doing a dance .,An infrastructure delivers the dance .,1,SNLI-train,AGCI-WK,AGCI
"A lot of people gather together to get some free advice , and information .",A person receives the advice .,5,SNLI-train,AGCI-WK,AGCI
I had a great time on my birthday with - emails and cards from friends,"My boss told me I could go home early, which surprised me.",3,ROCStories-1st,ROCStories-2nd,ROC
"A member of the purple football team is being tackled by a member of the black team , who is diving at the former 's waist , as his teammate looks on .",The former remains low .,2,SNLI-train,AGCI-WK,AGCI
Noah worked as a waiter in a fancy restaurant,The waiter is suspected .,2,ROCStories,AGCI-WK,AGCI
"A young man , who appears to be from a Central American nation , stirs a large cauldron of some sort of semi-liquid food in the shade at an outdoor kitchen , while a little girl in the background speaks to someone on a bicycle .",A person ends up in the cauldron .,2,SNLI-train,AGCI-WK,AGCI
Two children and two adult in front of a run down home somewhere in the southwest that has spray pained pictures of people on horses on the walls .,The southwest is a compass point .,3,SNLI-train,AGCI-WK,AGCI
"One child , wearing a red shirt and black pants , stands on the roof of a shanty looking down on another child wearing a blue shirt and black pants while two adults sit in the background talking amongst themselves .",The shanty is improved .,2,SNLI-train,AGCI-WK,AGCI
A 100 meter dash is about to take place .,A person tries to make the dash .,4,SNLI-train,AGCI-WK,AGCI
A male wearing a yellow shirt is holding a guitar that has a numerous amounts of stickers that possess religious symbolism .,A person stops the symbolism .,2,SNLI-train,AGCI-WK,AGCI
A young girl jumps high with the help of her bungie harness device and a safety spotter .,A person feels like the spotter .,4,SNLI-dev,AGCI-WK,AGCI
A man and a little boy who is holding hammer are making something out of the wooden boards .,A bullet cracks the hammer .,2,SNLI-train,AGCI-WK,AGCI
A man waiting in an airport terminal writes on a piece of paper as others are seen behind .,The terminal is a station .,5,SNLI-test,AGCI-WK,AGCI
A young man in a heavy brown winter coat stands in front of a blue railing with his arms spread .,The spread is a change of location .,1,SNLI-test,AGCI-WK,AGCI
A young boy sits outside in a grassy field with his back turned towards the viewer - he is holding a wooden toy that can be spun between your hands and launched into the air .,The viewer is convenient .,2,SNLI-test,AGCI-WK,AGCI
A man sitting down at a bus stop with a Calvin Klein ad behind him .,The ad is a promotion .,5,SNLI-train,AGCI-WK,AGCI
People protest the atrocities of war .,A gang tries to carry out the atrocities .,2,SNLI-train,AGCI-WK,AGCI
A woman holds a newspaper that says '' Real change '' .,The change is a happening .,4,SNLI-test,AGCI-WK,AGCI
A bike mechanic explains the physics of a bike to a registered nurse .,The physics are understood .,3,SNLI-train,AGCI-WK,AGCI
Woman curler pushes puck down ice while teammate watches .,The curler consists of a pair .,1,SNLI-train,AGCI-WK,AGCI
Gretchen made enough salad for 10 people,A person orders the salad .,3,ROCStories,AGCI-WK,AGCI
A young child brushes his or her teeth while holding a remote .,The remote is a device .,5,SNLI-dev,AGCI-WK,AGCI
A man in a blue button-down shirt and holding a knife grins at a woman while standing in front of a white and black cake while another man in a black shirt stands behind him .,The cake is a legitimate measure .,1,SNLI-train,AGCI-WK,AGCI
"A baseball pitcher wearing a blue , red and white uniform is about to throw a baseball .",A person hits the baseball .,5,SNLI-train,AGCI-WK,AGCI
A nun is taking a picture outside .,The nun is religious .,5,SNLI-dev,AGCI-WK,AGCI
I was starting to get tired so I decided to go and get some coffee,The coffee is hot .,4,ROCStories,AGCI-WK,AGCI
A man enjoys a sunny paradise under palm trees .,People are killed in the paradise .,3,SNLI-train,AGCI-WK,AGCI
Man using a sander to remove rust of metal.,a man is using a container .,2,SNLI-train,AGCI-NN,AGCI
A man in a suit walks by a building while the hood of a car reflects a warped view of that building .,The hood is a protective covering .,5,SNLI-train,AGCI-WK,AGCI
Laney was making toast,The toast is offered .,3,ROCStories,AGCI-WK,AGCI
"A young blond girl in a pink sweater , blue skirt , and brown boots is jumping over a puddle on a cloudy day .",The girl is a woman .,4,SNLI-train,AGCI-WK,AGCI
Two men in a school gym setting wearing fencing gear and one lunging deeply at the other to pierce him in the left flank .,The flank is tendered .,1,SNLI-train,AGCI-WK,AGCI
The bride got cold feet before the wedding.,She called the wedding off.,4,COPA-premise,COPA-effect,COPA
A peloton is riding bikes through cobblestone .,The cobblestone tests sturdiness .,2,SNLI-dev,AGCI-WK,AGCI
A black-haired woman is using her makeup brush on another woman while holding her pinky up .,The pinky is a finger .,5,SNLI-train,AGCI-WK,AGCI
"Soldiers in white , black , and read stand at attention with their guns .",The soldiers are reported .,2,SNLI-train,AGCI-WK,AGCI
"A man with a white shirt and pants is taking a picture , also there are two large clear plastic bears that are holding colorful objects .",The objects are to shove each stone in turn .,1,SNLI-train,AGCI-WK,AGCI
Two children or possibly young adults fixing their bikes .,Police find the bikes .,2,SNLI-train,AGCI-WK,AGCI
A group of men women carrying carpentry tools stand around the framework of a house .,The framework is complex .,3,SNLI-train,AGCI-WK,AGCI
A couple attempting to establish telephone communications .,A person possesses the communications .,2,SNLI-train,AGCI-WK,AGCI
A gentleman overlooking a neighborhood situation .,The situation is a state .,1,SNLI-dev,AGCI-WK,AGCI
Todd was typing an essay for his class,The essay is an attempt .,3,ROCStories,AGCI-WK,AGCI
Boy in orange sits with produce and waits for a buyer .,The buyer is years old .,3,SNLI-train,AGCI-WK,AGCI
"The firefighters outdoors in the bush , and shrubs .",The shrubs are a woody plant .,5,SNLI-train,AGCI-WK,AGCI
A woman and her child are waiting curbside with their shopping .,A person sits on the curbside .,3,SNLI-train,AGCI-WK,AGCI
A family getting ready to enjoy a strawberry shortcake .,The shortcake is the true diner classic .,3,SNLI-train,AGCI-WK,AGCI
"A young man in a straw hat , jeans , and a plaid shirt sweeps dust from stone steps in front of a stone building .",The dust is a particulate .,5,SNLI-test,AGCI-WK,AGCI
Two science students work together on their laboratory assignment .,The assignment is impossible .,2,SNLI-train,AGCI-WK,AGCI
Sherry adored her husband Henry and - they 'd been married for Years,The Years are a time period .,5,ROCStories,AGCI-WK,AGCI
"A man holds a sign outside a hotel that reads '' Ok Ok Ok , I need money for beer , pot and a hooker . ''",The hooker is a target of a probe .,3,SNLI-dev,AGCI-WK,AGCI
A young blond woman and older brunet woman walking down a street talking and observing .,A person longs for the brunet .,3,SNLI-train,AGCI-WK,AGCI
An older man wearing a blue button up shirt is removing a fishing lure from a large net .,The lure is intimated knowledge of a product .,1,SNLI-train,AGCI-WK,AGCI
A nurse treating a child with cleft palate .,A person falls on the palate .,1,SNLI-train,AGCI-WK,AGCI
Helen and Sue went on a bike ride through a nature trail,They enjoyed the scent of honeysuckle.,5,ROCStories-1st,ROCStories-3rd,ROC
Two people having a picnic by a lake .,The picnic helps promote cohesiveness .,3,SNLI-train,AGCI-WK,AGCI
The woman felt lonely.,She renovated her kitchen.,3,COPA-premise,COPA-effect,COPA
Amanda 's friend was going to be coming for a visit,The visit is a meeting .,5,ROCStories,AGCI-WK,AGCI
Paul was carrying his dishes to the sink,The sink raises .,1,ROCStories,AGCI-WK,AGCI
"Children climb a tree , while caregivers watch .",The caregivers are a professional .,4,SNLI-train,AGCI-WK,AGCI
A young girl with blond-hair eating a peach .,A size is inferred by the peach .,1,SNLI-test,AGCI-WK,AGCI
"A snow hut illuminated internally with a figure in a blue snowsuit standing at the entrance , in the background stands what appears to be a snowman .",Remains are dug up near the hut .,2,SNLI-train,AGCI-WK,AGCI
Ruth looked up and saw a bat flying around her living room,The bat is installed .,1,ROCStories,AGCI-WK,AGCI
A woman on a street walks in front of a window covered with newspapers .,The newspapers quote a source .,3,SNLI-train,AGCI-WK,AGCI
A man is standing outside at a cafe .,Troops surround the cafe .,2,SNLI-train,AGCI-WK,AGCI
This photograph expresses intangible frustration .,The frustration is regrettable .,2,SNLI-train,AGCI-WK,AGCI
A woman enjoying the breeze of a primitive fan .,The breeze continues to pick up .,3,SNLI-train,AGCI-WK,AGCI
A man in a bathrobe with its arms tied together crosses a threshold .,A person ducks through the threshold .,3,SNLI-train,AGCI-WK,AGCI
I had to call technical support for a problem with my computer,The automated voice said the wait time was thirty minutes.,3,ROCStories-1st,ROCStories-2nd,ROC
A person on crutches showing his beliefs on the street .,A person is motivated by the beliefs .,3,SNLI-train,AGCI-WK,AGCI
Ryan wanted to give Darcy a massage,The massage remains to be done .,3,ROCStories,AGCI-WK,AGCI
Vicki was scared of heights,A president attends the heights .,1,ROCStories,AGCI-WK,AGCI
A girl drinking a soda while another plays Wii while sitting on couches .,The couches are a seat .,5,SNLI-train,AGCI-WK,AGCI
Woman smiling outside of tent surrounded by fake flamingos in the snow during winter.,a woman is smiling,5,SNLI-train,AGCI-NN,AGCI
An asian woman demonstrating cooking with margarine in a public place,A person chooses the margarine .,3,SNLI-train,AGCI-WK,AGCI
Suzy was paying her grandmother a visit,Grandma was busy making a crochet scarf.,3,ROCStories-1st,ROCStories-2nd,ROC
John had an itch on his mid-back,He tried asking someone else but they refused.,3,ROCStories-1st,ROCStories-3rd,ROC
Boris felt that his workplace lacked personality,The personality has a value .,2,ROCStories,AGCI-WK,AGCI
A woman poses with a minstrel in a city square.,a woman is outdoors .,5,SNLI-train,AGCI-NN,AGCI
Olympic bicyclists round a corner during competition .,Police cordon off the corner .,2,SNLI-train,AGCI-WK,AGCI
My parents live a few blocks from me,The blocks are an artifact .,1,ROCStories,AGCI-WK,AGCI
One man and woman looking overs paper and two men looking through ledger .,A person plays with the ledger .,3,SNLI-train,AGCI-WK,AGCI
Terry 's life long dream was to meet Joey Logano,The dream is the same .,3,ROCStories,AGCI-WK,AGCI
A grandmother prepares snacks for her granddaughter .,A person lives with the grandmother .,3,SNLI-train,AGCI-WK,AGCI
A young lady crying snow in her compound at home .,The compound is an enclosure .,4,SNLI-train,AGCI-WK,AGCI
At eighteen Year 's old Matthew had one thing on his mind,So every Friday night he would order a large pepperoni delight.,3,ROCStories-1st,ROCStories-3rd,ROC
A man is selling jewelry and other trinkets on a blanket he has laid out on the street .,A person picks out the trinkets .,4,SNLI-train,AGCI-WK,AGCI
Mom woke Ryan up and told him there was no school today,It had snowed and there was a beautiful blanket of snow on the ground.,4,ROCStories-1st,ROCStories-2nd,ROC
A teenage girl with short brown hair knits with large needles and gray yarn .,A driver stabs with the needles .,2,SNLI-train,AGCI-WK,AGCI
A dark-haired woman demonstrates how some accused witches were punished using a dunking stool .,An era is linked to the witches .,1,SNLI-train,AGCI-WK,AGCI
Military personnel are shopping,The personnel is an organization .,3,SNLI-test,AGCI-WK,AGCI
The football team made it to the state playoffs,"However, the quarterback got hurt in the first quarter.",3,ROCStories-1st,ROCStories-3rd,ROC
A cello player is playing during a concert .,The concert is a performance .,5,SNLI-train,AGCI-WK,AGCI
The woman was found guilty of a misdemeanor.,She was put on death row.,2,COPA-premise,COPA-effect,COPA
A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him .,A driver goes over the embankment .,2,SNLI-test,AGCI-WK,AGCI
James was trying to kick the ball in the goal,A delegation attends the ball .,1,ROCStories,AGCI-WK,AGCI
The woman is blowing the pods off a flower in a green field .,A blanket is located on the pods .,2,SNLI-train,AGCI-WK,AGCI
